anime_id,title,title_english,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,producer,licensor,studio,genre,duration_min,aired_from_year
382,Futari Ecchi,Step Up Love Story,Futari H,https://myanimelist.cdn-dena.com/images/anime/10/20029.jpg,OVA,Manga,4,Finished Airing,FALSE,"Jul 26, 2002 to Jan 22, 2004","{'from': '2002-07-26', 'to': '2004-01-22'}",28 min. per ep.,R+ - Mild Nudity,6.49,12586,5639,2440,23492,33,"The Futari Ecchi OVA covers the first few chapters of the manga adaptation, although the anime is less explicit than the source material. Media Blasters acquired licensing rights for North American home video distribution, which they announced at Anime Expo in 2007.",,,Half H.P Studio,Media Blasters,Chaos Project,"Comedy, Ecchi, Romance, Seinen, Slice of Life",28,2002
13373,Kyoto Animation: Hana-hen,Flower,Kyoto Animation CM: Hana-hen,https://myanimelist.cdn-dena.com/images/anime/5/73729.jpg,Special,Original,1,Finished Airing,FALSE,"Jun, 2010","{'from': None, 'to': None}",30 sec.,G - All Ages,5.8,1709,7803,5950,3012,0,,,,,,Kyoto Animation,Slice of Life,0.5,2010
821,Initial D Battle Stage,,,https://myanimelist.cdn-dena.com/images/anime/2/13168.jpg,OVA,Manga,1,Finished Airing,FALSE,"May 15, 2002","{'from': '2002-05-15', 'to': '2002-05-15'}",52 min.,G - All Ages,7.64,9307,1246,2806,18012,56,,,,"OB Planning, Fuji TV",,Pastel,"Action, Cars, Drama, Seinen, Sports",52,2002
7176,Cheburashka Arere?,,,https://myanimelist.cdn-dena.com/images/anime/8/33145.jpg,TV,Book,26,Finished Airing,FALSE,"Oct 7, 2009 to Mar 31, 2010","{'from': '2009-10-07', 'to': '2010-03-31'}",3 min. per ep.,G - All Ages,6.52,1111,5509,6254,2646,1,,Fall 2009,Unknown,Dream Force,,GoHands,"Kids, Slice of Life, Comedy",3,2009
1726,Devil May Cry,Devil May Cry,"Devil May Cry: The Animated Series, DmC",https://myanimelist.cdn-dena.com/images/anime/4/26417.jpg,TV,Game,12,Finished Airing,FALSE,"Jun 14, 2007 to Sep 6, 2007","{'from': '2007-06-14', 'to': '2007-09-06'}",24 min. per ep.,R - 17+ (violence & profanity),7.11,115107,3152,371,203008,1506,,Summer 2007,Unknown,"Media Factory, Toshiba Entertainment","ADV Films, Funimation",Madhouse,"Action, Demons, Fantasy",24,2007
8277,Hyakka Ryouran: Samurai Girls,Samurai Girls,Hyakka Ryouran: Samurai Girls,https://myanimelist.cdn-dena.com/images/anime/9/27705.jpg,TV,Light novel,12,Finished Airing,FALSE,"Sep 4, 2010 to Dec 20, 2010","{'from': '2010-09-04', 'to': '2010-12-20'}",24 min. per ep.,R+ - Mild Nudity,6.95,56592,3736,712,120462,257,"Pre-airing on 4th of September, regular airing started on the 4th of October. Extended version of episode 12 is included in this entry.",Fall 2010,Unknown,"Genco, Lantis, Media Factory, Movic, Hobby Japan, Showgate, Gigno Systems",Sentai Filmworks,Arms,"Action, Comedy, Ecchi, Harem, Samurai, School",24,2010
21681,Hanayamata,Hanayamata,,https://myanimelist.cdn-dena.com/images/anime/1963/90831.jpg,TV,Manga,12,Finished Airing,FALSE,"Jul 8, 2014 to Sep 23, 2014","{'from': '2014-07-08', 'to': '2014-09-23'}",24 min. per ep.,PG-13 - Teens 13 or older,7.38,25722,2112,1150,71644,289,,Summer 2014,Tuesdays at 01:35 (JST),"TV Tokyo, Avex Entertainment, Sotsu, Movic, AT-X, DIVE II Entertainment, Bandai Namco Games",Sentai Filmworks,Madhouse,"Slice of Life, Comedy, School",24,2014
36793,3D Kanojo: Real Girl,,3D Girlfriend,https://myanimelist.cdn-dena.com/images/anime/1806/90190.jpg,TV,Manga,12,Currently Airing,TRUE,"Apr 4, 2018 to ?","{'from': '2018-04-04', 'to': None}",22 min. per ep.,PG-13 - Teens 13 or older,6.9,10801,3894,1249,65420,135,,Spring 2018,Wednesdays at 01:59 (JST),,Sentai Filmworks,Hoods Entertainment,"Romance, School, Shoujo",22,2018
28211,Harmony,Harmony,Project Itoh,https://myanimelist.cdn-dena.com/images/anime/2/76993.jpg,Movie,Novel,1,Finished Airing,FALSE,"Nov 13, 2015","{'from': '2015-11-13', 'to': '2015-11-13'}",1 hr. 59 min.,R+ - Mild Nudity,7.1,11216,3204,1850,37433,178,"Winner of the Platinum Grand Prize during the 2016 Future Film Festival, held in Italy.",,,"Aniplex, Dentsu, Fuji TV, Toho, Sony Music Entertainment, Fuji Pacific Music Publishing, Kyoraku Industrial Holdings, Kansai Telecasting, Beyond C.",Funimation,Studio 4°C,"Sci-Fi, Psychological",119,2015
254,Jungle wa Itsumo Hare nochi Guu Deluxe,Haré+Guu Deluxe,"Jungle wa Itsumo Haré nochi Guu Deluxe, Jungle wa Itsumo Hale Nochi Guu Deluxe, Hare+Guu Deluxe",https://myanimelist.cdn-dena.com/images/anime/3/10306.jpg,OVA,Manga,6,Finished Airing,FALSE,"Aug 25, 2002 to Jan 25, 2003","{'from': '2002-08-25', 'to': '2003-01-25'}",26 min. per ep.,PG-13 - Teens 13 or older,7.91,5527,679,3729,9670,25,,,,Bandai Visual,Funimation,Shin-Ei Animation,"Comedy, Slice of Life",26,2002
8062,Mai-HiME: Kuro no Mai/Saigo no Bansan,,"Mai-HiME Bluray Special, Mai-HiME: The Black Dance/The Last Supper",https://myanimelist.cdn-dena.com/images/anime/11/19697.jpg,Special,Original,1,Finished Airing,FALSE,"Jan 27, 2010","{'from': '2010-01-27', 'to': '2010-01-27'}",4 min.,PG-13 - Teens 13 or older,6.83,1937,4197,5042,4595,4,,,,,,Sunrise,Comedy,4,2010
37104,Slow Start: Web Yokoku Movie,,,https://myanimelist.cdn-dena.com/images/anime/8/90006.jpg,ONA,4-koma manga,11,Finished Airing,FALSE,"Jan 12, 2018 to Mar 23, 2018","{'from': '2018-01-12', 'to': '2018-03-23'}",38 sec. per ep.,PG-13 - Teens 13 or older,6.03,149,7292,7324,1604,1,,,,,,A-1 Pictures,Slice of Life,0.6333333333,2018
865,Kikou Senki Dragonar,Metal Armor Dragonar,,https://myanimelist.cdn-dena.com/images/anime/13/11236.jpg,TV,Original,48,Finished Airing,FALSE,"Feb 7, 1987 to Jan 30, 1988","{'from': '1987-02-07', 'to': '1988-01-30'}",24 min. per ep.,PG-13 - Teens 13 or older,6.81,452,4274,6266,2630,7,,Winter 1987,Unknown,"Sotsu, Nagoya TV Housou",,Sunrise,"Sci-Fi, Adventure, Space, Mecha",24,1987
19363,Gin no Saji 2nd Season,Silver Spoon 2nd Season,Gin no Saji 2nd Season,https://myanimelist.cdn-dena.com/images/anime/8/57995.jpg,TV,Manga,11,Finished Airing,FALSE,"Jan 10, 2014 to Mar 28, 2014","{'from': '2014-01-10', 'to': '2014-03-28'}",24 min. per ep.,PG-13 - Teens 13 or older,8.33,54416,207,967,87685,448,,Winter 2014,Fridays at 00:50 (JST),"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",Aniplex of America,A-1 Pictures,"Comedy, School, Shounen, Slice of Life",24,2014
35249,Uma Musume: Pretty Derby (TV),,,https://myanimelist.cdn-dena.com/images/anime/1683/91888.jpg,TV,Game,0,Currently Airing,TRUE,"Apr 2, 2018 to ?","{'from': '2018-04-02', 'to': None}",23 min.,PG-13 - Teens 13 or older,7.2,5044,2828,2049,31678,85,,Spring 2018,Mondays at 00:00 (JST),"Lantis, TOHO animation, Cygames",,P.A. Works,Sports,23,2018
799,Kokoro Toshokan,,Kokoro Library,https://myanimelist.cdn-dena.com/images/anime/3/21207.jpg,TV,Manga,13,Finished Airing,FALSE,"Oct 12, 2001 to Feb 17, 2002","{'from': '2001-10-12', 'to': '2002-02-17'}",24 min. per ep.,PG - Children,6.56,1314,5376,5159,4344,14,,Fall 2001,Fridays at 01:15 (JST),Victor Entertainment,,Studio Deen,"Comedy, Drama, Slice of Life",24,2001
560,Soukyuu no Fafner: Right of Left - Single Program,,"Fafner in the Azure 2, Soukyuu no Fafner II",https://myanimelist.cdn-dena.com/images/anime/8/50369.jpg,Special,Original,1,Finished Airing,FALSE,"Dec 30, 2005","{'from': '2005-12-30', 'to': '2005-12-30'}",51 min.,PG-13 - Teens 13 or older,7.48,4299,1709,3556,10833,23,,,,Starchild Records,,"Production I.G, Xebec","Action, Drama, Mecha, Military, Sci-Fi",51,2005
30952,New Initial D Movie: Legend 3 - Mugen,,Shin Gekijouban Initial D: Legend 3 - Mugen,https://myanimelist.cdn-dena.com/images/anime/9/76759.jpg,Movie,Manga,1,Finished Airing,FALSE,"Feb 6, 2016","{'from': '2016-02-06', 'to': '2016-02-06'}",1 hr.,PG-13 - Teens 13 or older,7.92,2995,664,4136,7566,23,,,,"Shochiku, Kodansha, Ultra Super Pictures, Avex Pictures",Sentai Filmworks,"SANZIGEN, LIDENFILMS","Cars, Seinen, Sports",60,2016
1124,Seikai no Danshou: Tanjou,Crest of the Stars: Birth,"Seikai no Danshou: Birth, Passage of the Stars: Birth, Seikai no Danshou: Tanjyou, Lost Chapter of the Stars: Birth",https://myanimelist.cdn-dena.com/images/anime/12/61103.jpg,Special,Light novel,1,Finished Airing,FALSE,"Aug 25, 2000","{'from': '2000-08-25', 'to': '2000-08-25'}",25 min.,PG-13 - Teens 13 or older,7.26,3007,2585,4498,6106,10,,,,"Bandai Visual, WOWOW, BeSTACK","Funimation, Bandai Entertainment",Sunrise,"Military, Romance, Sci-Fi, Space",25,2000
2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,,"Meitantei Conan: Konpeki no Hitsugi [Jolly Roger], Detective Conan 2007, Detective Conan Movie 11",https://myanimelist.cdn-dena.com/images/anime/10/15432.jpg,Movie,Manga,1,Finished Airing,FALSE,"Apr 21, 2007","{'from': '2007-04-21', 'to': '2007-04-21'}",1 hr. 45 min.,PG-13 - Teens 13 or older,7.61,14428,1319,2404,24237,11,,,,Big Bang,,TMS Entertainment,"Adventure, Police, Comedy, Mystery, Shounen",105,2007
6337,Hitoriga The Animation,,Hitoriga Counseling,https://myanimelist.cdn-dena.com/images/anime/10/26730.jpg,OVA,Manga,4,Finished Airing,FALSE,"Jun 26, 2009 to Sep 22, 2010","{'from': '2009-06-26', 'to': '2010-09-22'}",28 min. per ep.,Rx - Hentai,6.48,1403,,5346,3937,9,,,,Pink Pineapple,,Office Take Off,Hentai,28,2009
34498,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?","Fireworks, Should We See It from the Side or the Bottom?",,https://myanimelist.cdn-dena.com/images/anime/10/86521.jpg,Movie,Other,1,Finished Airing,FALSE,"Aug 18, 2017","{'from': '2017-08-18', 'to': '2017-08-18'}",1 hr. 30 min.,PG-13 - Teens 13 or older,6.69,8335,4832,1633,45376,180,,,,"Aniplex, Toho, Lawson HMV Entertainment, Toy&#039;s Factory, East Japan Marketing &amp; Communications, Kadokawa, LINE Corporation",GKIDS,Shaft,Drama,90,2017
1837,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,Dokkoida?!,"Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida, Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoider",https://myanimelist.cdn-dena.com/images/anime/8/84824.jpg,TV,Light novel,12,Finished Airing,FALSE,"Jul 5, 2003 to Sep 20, 2003","{'from': '2003-07-05', 'to': '2003-09-20'}",24 min. per ep.,PG - Children,6.91,1499,3887,5291,4048,15,,Summer 2003,Unknown,"Media Factory, KlockWorx, Memory-Tech, Toshiba Entertainment, Toshiba Digital Frontiers",Sentai Filmworks,ufotable,"Action, Sci-Fi, Adventure, Comedy, Parody, Shounen",24,2003
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,OreImo,My Little Sister Can&#039;t Be This Cute,https://myanimelist.cdn-dena.com/images/anime/8/24875.jpg,TV,Light novel,12,Finished Airing,FALSE,"Oct 3, 2010 to Dec 19, 2010","{'from': '2010-10-03', 'to': '2010-12-19'}",24 min. per ep.,PG-13 - Teens 13 or older,7.34,248567,2283,110,419349,4188,"Ore no Imouto ga Konnani Kawaii Wake ga Nai also has a drama CD, a radio show and video games based on the franchise.",Fall 2010,Sundays at 23:30 (JST),"Aniplex, Movic, ASCII Media Works, Jumondo",Aniplex of America,AIC Build,"Slice of Life, Comedy",24,2010
4124,Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,,Pretty Cure Splash Star Tic-Tac Crisis Hanging by a Thin Thread!,https://myanimelist.cdn-dena.com/images/anime/12/21033.jpg,Movie,Original,1,Finished Airing,FALSE,"Dec 9, 2006","{'from': '2006-12-09', 'to': '2006-12-09'}",51 min.,G - All Ages,6.91,1178,3873,6043,2899,4,,,,,,Toei Animation,"Magic, Fantasy, Kids, Shoujo",51,2006
1562,Yamato Nadeshiko Shichihenge♥,The Seven Metamorphoses of Yamato Nadeshiko,"Yamato Nadeshiko Shichi Henge, Perfect Girl Evolution, The Wallflower",https://myanimelist.cdn-dena.com/images/anime/11/7701.jpg,TV,Manga,25,Finished Airing,FALSE,"Oct 4, 2006 to Mar 28, 2007","{'from': '2006-10-04', 'to': '2007-03-28'}",24 min. per ep.,PG-13 - Teens 13 or older,7.86,56700,788,813,106612,2193,,Fall 2006,Unknown,,"ADV Films, Funimation",Nippon Animation,"Comedy, Shoujo",24,2006
880,Aa! Megami-sama!: Sorezore no Tsubasa,Ah! My Goddess: Flights of Fancy,Ah! My Goddess: Sorezore no Tsubasa,https://myanimelist.cdn-dena.com/images/anime/4/78931.jpg,TV,Manga,22,Finished Airing,FALSE,"Apr 7, 2006 to Sep 15, 2006","{'from': '2006-04-07', 'to': '2006-09-15'}",24 min. per ep.,PG-13 - Teens 13 or older,7.66,26659,1186,1565,48328,163,,Spring 2006,Unknown,"TBS, Kodansha","ADV Films, Funimation, NYAV Post",AIC,"Comedy, Magic, Romance, Seinen, Supernatural",24,2006
35889,Hakata Tonkotsu Ramens,Hakata Tonkotsu Ramens,,https://myanimelist.cdn-dena.com/images/anime/1718/91097.jpg,TV,Novel,12,Finished Airing,FALSE,"Jan 12, 2018 to Mar 30, 2018","{'from': '2018-01-12', 'to': '2018-03-30'}",23 min. per ep.,R - 17+ (violence & profanity),7.56,22487,1461,1189,69028,235,,Winter 2018,Fridays at 22:30 (JST),"Sotsu, AT-X, Warner Bros., KlockWorx, ASCII Media Works, Tokyo MX, BS11",Funimation,Satelight,Action,23,2018
1469,Monster Farm: Enbanseki no Himitsu,Monster Rancher,,https://myanimelist.cdn-dena.com/images/anime/9/10870.jpg,TV,Game,48,Finished Airing,FALSE,"Apr 17, 1999 to Mar 25, 2000","{'from': '1999-04-17', 'to': '2000-03-25'}",24 min. per ep.,PG-13 - Teens 13 or older,6.89,14357,3957,2235,27404,62,,Spring 1999,Saturdays at 07:30 (JST),,"ADV Films, Discotek Media",TMS Entertainment,"Action, Adventure, Comedy, Fantasy",24,1999
2155,Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,,,https://myanimelist.cdn-dena.com/images/anime/3/75248.jpg,TV,Visual novel,13,Finished Airing,FALSE,"Apr 4, 2007 to Jun 27, 2007","{'from': '2007-04-04', 'to': '2007-06-27'}",25 min. per ep.,PG-13 - Teens 13 or older,6.3,4448,6396,3058,15125,16,,Spring 2007,Unknown,,,Artland,"Harem, Romance, School",25,2007
3429,Blame! Special,,,https://myanimelist.cdn-dena.com/images/anime/5/10569.jpg,Special,Manga,1,Finished Airing,FALSE,"Oct 24, 2003","{'from': '2003-10-24', 'to': '2003-10-24'}",4 min.,PG-13 - Teens 13 or older,5.47,2596,8412,4633,5687,3,,,,,,Group TAC,"Mecha, Sci-Fi",4,2003
7639,Shounen Santa no Daibouken!,,"Shonen Santa no Daiboken, The Great Adventures of Young Santa, The Adventures of Young Santa Claus",https://myanimelist.cdn-dena.com/images/anime/13/18412.jpg,TV,Novel,24,Finished Airing,FALSE,"Apr 6, 1996 to Sep 21, 1996","{'from': '1996-04-06', 'to': '1996-09-21'}",23 min. per ep.,G - All Ages,6.14,22,12137,11651,168,1,,Spring 1996,Saturdays at 17:00 (JST),"TBS, K-Factory",,Studio Deen,"Adventure, Fantasy, Shounen",23,1996
22831,Abarenbou Rikishi!! Matsutarou,Rowdy Sumo Wrestler Matsutaro!!,Roughneck Sumo Wrestler!! Matsutarou,https://myanimelist.cdn-dena.com/images/anime/7/65897.jpg,TV,Manga,23,Finished Airing,FALSE,"Apr 6, 2014 to Sep 28, 2014","{'from': '2014-04-06', 'to': '2014-09-28'}",22 min. per ep.,PG-13 - Teens 13 or older,6.16,2352,6888,4372,6517,10,,Spring 2014,Unknown,,,Toei Animation,"Sports, Seinen",22,2014
19391,Shingeki no Kyojin Picture Drama,,Shingeki no Kyojin: Chimi Kyara Gekijou - Tondeke! Kunren Heidan,https://myanimelist.cdn-dena.com/images/anime/8/53477.jpg,Special,Manga,9,Finished Airing,FALSE,"Jul 17, 2013 to Mar 19, 2014","{'from': '2013-07-17', 'to': '2014-03-19'}",10 min. per ep.,PG-13 - Teens 13 or older,6.73,15532,4644,2003,32815,54,,,,"Production I.G, Wit Studio",Funimation,Studio Moriken,"Parody, Comedy",10,2013
4554,Dokkiri Doctor,Startling Doctor,Dr. Dokkiri,https://myanimelist.cdn-dena.com/images/anime/9/21169.jpg,TV,Manga,26,Finished Airing,FALSE,"Oct 21, 1998 to Jun 23, 1999","{'from': '1998-10-21', 'to': '1999-06-23'}",25 min. per ep.,None,6.57,134,5321,9228,593,2,,Fall 1998,Wednesdays at 19:30 (JST),,,Studio Pierrot,"Comedy, Slice of Life",25,1998
31747,Oshiri Kajiri Mushi (TV) 4th Season,Bottom Biting Bug 4,,https://myanimelist.cdn-dena.com/images/anime/3/76521.jpg,TV,Music,10,Finished Airing,FALSE,"Oct 5, 2015 to Dec 7, 2015","{'from': '2015-10-05', 'to': '2015-12-07'}",5 min. per ep.,G - All Ages,5.5,126,8375,10266,336,1,,Fall 2015,Mondays at 18:25 (JST),"NHK, Sound Team Don Juan",,Kinema Citrus,"Comedy, Kids",5,2015
5162,Minami-ke Okaeri,,,https://myanimelist.cdn-dena.com/images/anime/10/11458.jpg,TV,Manga,13,Finished Airing,FALSE,"Jan 5, 2009 to Mar 30, 2009","{'from': '2009-01-05', 'to': '2009-03-30'}",24 min. per ep.,PG-13 - Teens 13 or older,7.63,27789,1276,1513,51282,62,,Winter 2009,Mondays at 01:30 (JST),,,Asread,"Slice of Life, Comedy, School",24,2009
3737,Usavich,Usavich,,https://myanimelist.cdn-dena.com/images/anime/4/15660.jpg,TV,Original,13,Finished Airing,FALSE,2006 to 2007,"{'from': '2018-05-12', 'to': '2018-05-12'}",1 min. per ep.,PG-13 - Teens 13 or older,7.09,3103,3247,4793,5250,20,,,Unknown,,,Kanaban Graphics,"Adventure, Comedy",1,2018
2281,Jikuu Tantei Genshi-kun,Flint the Time Detective,"Jiku Tantei Genshi-kun, Flint Hammerhead",https://myanimelist.cdn-dena.com/images/anime/5/53787.jpg,TV,Original,39,Finished Airing,FALSE,"Oct 1, 1998 to Jun 24, 1999","{'from': '1998-10-01', 'to': '1999-06-24'}",25 min. per ep.,PG - Children,6.37,3241,6122,4404,6435,15,,Fall 1998,Thursdays at 18:00 (JST),"Nihon Ad Systems, Sanrio",Saban Entertainment,Group TAC,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi, Shounen",25,1998
19255,Hyakka Ryouran: Samurai Bride Specials,,,https://myanimelist.cdn-dena.com/images/anime/13/52085.jpg,Special,Light novel,6,Finished Airing,FALSE,"Jun 26, 2013 to Nov 27, 2013","{'from': '2013-06-26', 'to': '2013-11-27'}",3 min. per ep.,R+ - Mild Nudity,6.7,3296,4758,3986,8234,3,,,,"Genco, Lantis",Sentai Filmworks,Arms,"Ecchi, Comedy",3,2013
36520,Pikotarou no Lullaby Lullaby,Pikotaro&#039;s Lullaby La La By (Web),Pikotaro Lullaby Lu-llaby,https://myanimelist.cdn-dena.com/images/anime/5/88197.jpg,ONA,Original,3,Finished Airing,FALSE,"Jul 17, 2017 to Jul 26, 2017","{'from': '2017-07-17', 'to': '2017-07-26'}",2 min. per ep.,G - All Ages,5.32,556,8656,8257,1012,2,,,,,,DLE,Comedy,2,2017
2264,Jungle Taitei Movie (1997),Jungle Emperor Leo,,https://myanimelist.cdn-dena.com/images/anime/1/2499.jpg,Movie,Manga,1,Finished Airing,FALSE,"Aug 1, 1997","{'from': '1997-08-01', 'to': '1997-08-01'}",1 hr. 34 min.,G - All Ages,7.18,1087,2892,6618,2242,12,,,,Shochiku,"Media Blasters, Discotek Media, NYAV Post",Tezuka Productions,"Adventure, Fantasy",94,1997
8241,Rio: Rainbow Gate!,Rio - Rainbow Gate!: Reshuffle,Rio - Rainbow Gate,https://myanimelist.cdn-dena.com/images/anime/6/27707.jpg,TV,Other,13,Finished Airing,FALSE,"Jan 4, 2011 to Mar 29, 2011","{'from': '2011-01-04', 'to': '2011-03-29'}",23 min. per ep.,PG-13 - Teens 13 or older,5.97,9662,7423,2256,26935,29,,Winter 2011,Tuesdays at Unknown,"Avex Entertainment, Pony Canyon",Media Blasters,Xebec,"Game, Comedy, Ecchi",23,2011
1925,Urusei Yatsura Movie 6: Itsudatte My Darling,Urusei Yatsura Movie 6: Always My Darling,,https://myanimelist.cdn-dena.com/images/anime/5/88665.jpg,Movie,Manga,1,Finished Airing,FALSE,"Aug 18, 1991","{'from': '1991-08-18', 'to': '1991-08-18'}",1 hr. 17 min.,PG-13 - Teens 13 or older,6.99,1282,3620,5686,3398,1,,,,Kitty Films,,Madhouse,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",77,1991
10384,Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,,,https://myanimelist.cdn-dena.com/images/anime/9/28560.jpg,ONA,Visual novel,10,Finished Airing,FALSE,"Sep 26, 2009 to Nov 27, 2009","{'from': '2009-09-26', 'to': '2009-11-27'}",7 min. per ep.,PG-13 - Teens 13 or older,6.66,1425,4945,4295,6863,19,,,,,,ChuChu,"Comedy, Romance, School, Shoujo Ai",7,2009
14995,JK to Ero Giin Sensei,,,https://myanimelist.cdn-dena.com/images/anime/7/49575.jpg,OVA,Visual novel,2,Finished Airing,FALSE,"Sep 28, 2012 to Apr 26, 2013","{'from': '2012-09-28', 'to': '2013-04-26'}",29 min. per ep.,Rx - Hentai,6.74,1329,,5415,3819,11,,,,,,PoRO,Hentai,29,2012
5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,Code Geass: Lelouch of the Rebellion R2 Picture Dramas,Code Geass: Hangyaku no Lelouch R2 Specials,https://myanimelist.cdn-dena.com/images/anime/11/14894.jpg,Special,Original,9,Finished Airing,FALSE,"Aug 22, 2008 to Apr 24, 2009","{'from': '2008-08-22', 'to': '2009-04-24'}",5 min. per ep.,PG-13 - Teens 13 or older,7.21,10823,2767,2274,26531,131,,,,,Funimation,Sunrise,"Comedy, Ecchi, Slice of Life",5,2008
23837,Meisou! Underworld,,,https://myanimelist.cdn-dena.com/images/anime/10/61637.jpg,ONA,Manga,1,Finished Airing,FALSE,"Apr 15, 2014","{'from': '2014-04-15', 'to': '2014-04-15'}",2 min.,R - 17+ (violence & profanity),5.77,914,7866,7155,1743,0,,,,,,Studio Pierrot,"Action, Supernatural, Thriller",2,2014
32380,Kono Subarashii Sekai ni Shukufuku wo! OVA,,"KonoSuba OVA, A Blessing to this Wonderful Choker!, Kono Subarashii Choker ni Shufuku wo!",https://myanimelist.cdn-dena.com/images/anime/10/80582.jpg,OVA,Light novel,1,Finished Airing,FALSE,"Jun 24, 2016","{'from': '2016-06-24', 'to': '2016-06-24'}",23 min.,PG-13 - Teens 13 or older,7.86,76201,781,711,120509,202,,,,Half H.P Studio,,Studio Deen,"Adventure, Comedy, Supernatural, Magic, Fantasy",23,2016
9806,Qin Shi Ming Yue: Bai Bu Fei Jian,Qin&#039;s Moon: Hundred Steps Flying Sword,"Qín Shí Míng Yuè, The Legend of Swordsman, Qin&#039;s Moon, Qin Shi Ming Yue",https://myanimelist.cdn-dena.com/images/anime/7/63587.jpg,TV,Novel,10,Finished Airing,FALSE,"Feb 14, 2007 to 2007","{'from': '2007-02-14', 'to': '2018-05-11'}",22 min. per ep.,PG-13 - Teens 13 or older,6.68,225,4857,7262,1653,11,,,Unknown,,,Sparkly Key Animation Studio,"Action, Historical, Martial Arts, Fantasy",22,2007
12695,Tight-rope,Tight-rope,"Tight Rope, Tightrope",https://myanimelist.cdn-dena.com/images/anime/2/38305.jpg,OVA,Manga,2,Finished Airing,FALSE,"May 30, 2012 to Jun 27, 2012","{'from': '2012-05-30', 'to': '2012-06-27'}",23 min. per ep.,PG-13 - Teens 13 or older,7.25,14254,2634,2312,25742,71,,,,,,PrimeTime,"Romance, Shounen Ai",23,2012
1744,Wagamama☆Fairy Mirumo de Pon!,Mirmo Zibang!,"Milmo de Pon!, Mirmo!, Wagamama Fairy Milmo De Pon!, Selfish fairy: Mirumo de Pon!, Selfish Fairy Mirumo de Pon!, Wagamama Fairy Mirumo de Pon! Golden, Wagamama Fairy Mirumo de Pon! Wonderful, Wagamama Fairy Mirumo de Pon! Charming",https://myanimelist.cdn-dena.com/images/anime/10/75644.jpg,TV,Manga,172,Finished Airing,FALSE,"Apr 6, 2002 to Sep 27, 2005","{'from': '2002-04-06', 'to': '2005-09-27'}",21 min. per ep.,G - All Ages,7.43,4293,1915,3546,10915,111,,Spring 2002,Unknown,Trinity Sound,Viz Media,Studio Hibari,"Kids, Adventure, Fantasy, Magic, Comedy, Romance, School, Drama, Shoujo",21,2002
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,"Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season, G-Tekketsu 2nd Season",https://myanimelist.cdn-dena.com/images/anime/6/80899.jpg,TV,Original,25,Finished Airing,FALSE,"Oct 2, 2016 to Apr 2, 2017","{'from': '2016-10-02', 'to': '2017-04-02'}",24 min. per ep.,R - 17+ (violence & profanity),8.26,27365,271,1438,55184,660,,Fall 2016,Sundays at 17:00 (JST),"Sotsu, Asatsu DK, Mainichi Broadcasting System",Funimation,Sunrise,"Action, Drama, Mecha, Sci-Fi, Space",24,2016
30144,Nyuru Nyuru!! Kakusen-kun 2nd Season,,Nyuru Nyuru!! Kakusen-kun 2-ki,https://myanimelist.cdn-dena.com/images/anime/10/72532.jpg,TV,Original,13,Finished Airing,FALSE,"Apr 6, 2015 to Jun 29, 2015","{'from': '2015-04-06', 'to': '2015-06-29'}",5 min. per ep.,G - All Ages,5.35,26,11553,10998,226,0,,Spring 2015,Mondays at 23:54 (JST),,,DLE,Comedy,5,2015
835,Sister Princess: Re Pure,,Sister Princess Repure,https://myanimelist.cdn-dena.com/images/anime/2/25293.jpg,TV,Light novel,13,Finished Airing,FALSE,"Oct 4, 2002 to Dec 25, 2002","{'from': '2002-10-04', 'to': '2002-12-25'}",23 min. per ep.,PG-13 - Teens 13 or older,6.33,2295,6281,4369,6526,11,,Fall 2002,Unknown,,,Zexcs,"Drama, Romance",23,2002
831,Chicchana Yukitsukai Sugar,A Little Snow Fairy Sugar,"Tiny Snow Fairy Sugar, Chiccha na Yukitsukai Sugar",https://myanimelist.cdn-dena.com/images/anime/11/17101.jpg,TV,Original,24,Finished Airing,FALSE,"Oct 2, 2001 to Mar 26, 2002","{'from': '2001-10-02', 'to': '2002-03-26'}",24 min. per ep.,PG - Children,7.16,6920,2949,2914,16764,114,,Fall 2001,Unknown,"Kadokawa Shoten, Broccoli, TBS, Pioneer LDC","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,"Comedy, Fantasy, Slice of Life",24,2001
